"","com","dom","gn","gid","Y","count","sumPOE","minPOE","maxPOE","meanPOE","sdPOE","kurtPOE","skewPOE","sumPDE","minPDE","maxPDE","meanPDE","sdPDE","kurtPDE","skewPDE","sumPME","minPME","maxPME","meanPME","sdPME","kurtPME","skewPME","pn","cdkey","pkey","easyScore","hardScore"
"13","IPC1998","movie","strips-movie-x-10","5a923b829ec8e66ee8071e2c","f",149,198.634032634033,0.666666666666667,1.3986013986014,1.33311431298009,0.151359794205878,-2.99999513112612,0.000164054213146712,0.666666666666667,0,0.666666666666667,0.00447427293064877,0.0544318794657559,-2.99999998867172,3.1854837362098e-07,200,0,100,1.34228187919463,11.5076699325384,22300709144.0196,20180735.2042551,"10","IPC1998-movie","IPC1998-movie-strips-movie-x-10",-0.000127451836713681,2.87424649622413e-05
"14","IPC1998","movie","strips-movie-x-10","5a923b829ec8e66ee8071e2c","a",293,375.641025641024,1.28205128205128,1.28205128205128,1.28205128205128,1.6989937798666e-07,-3,-3.04911372936724e-35,2.56410256410256,0,1.28205128205128,0.00875120329045244,0.105559972712128,-2.99999777216687,1.68035771274751e-05,1866.66666666667,0,155.555555555556,6.37087599544937,21.9328173951649,2078665146834.33,721578438.49121,"10","IPC1998-movie","IPC1998-movie-strips-movie-x-10",-0.000127451836713681,2.87424649622413e-05
"15","IPC1998","movie","strips-movie-x-11","5a9242249ec8e60c8a6fe1ff","a",313,377.108433734938,1.20481927710843,1.20481927710843,1.20481927710843,1.30757158806803e-07,-3,-3.97124461042779e-36,2.40963855421687,0,1.20481927710843,0.00769852573232226,0.0960003380679774,-2.99999888537531,9.82394041620241e-06,1977.77777777778,0,166.666666666667,6.3187788427405,22.5287097141617,2848434073999.03,886404557.307253,"11","IPC1998-movie","IPC1998-movie-strips-movie-x-11",-0.000116642509915137,9.13706819149877e-06
"16","IPC1998","movie","strips-movie-x-11","5a9242249ec8e60c8a6fe1ff","f",159,198.721405228758,0.625,1.30718954248366,1.24982015867143,0.136969417326515,-2.99999763652795,9.31388679333217e-05,0.625,0,0.625,0.00393081761006289,0.049409611202738,-2.9999999944229,1.84050584012416e-07,200,0,100,1.25786163522013,11.144682482182,18446529906.0053,17192478.843299,"11","IPC1998-movie","IPC1998-movie-strips-movie-x-11",-0.000116642509915137,9.13706819149877e-06
"17","IPC1998","movie","strips-movie-x-12","5a9242159ec8e60bd5d57e4b","a",333,378.409090909089,1.13636363636364,1.13636363636364,1.13636363636363,9.42432183077448e-08,-3,4.64654940657432e-36,2.27272727272727,0,1.13636363636364,0.00682500682500683,0.0878015310556143,-2.99999941896999,5.9296324341408e-06,2088.88888888889,0,177.777777777778,6.27293960627294,23.1204988975143,3845938692945.14,1080049133.06336,"12","IPC1998-movie","IPC1998-movie-strips-movie-x-12",-8.94726671925359e-05,0.000184719857175121
"18","IPC1998","movie","strips-movie-x-12","5a9242159ec8e60bd5d57e4b","f",169,198.798267773367,0.588235294117647,1.22699386503067,1.17632111108501,0.124722230406535,-2.99999880042733,5.47794987509993e-05,0.588235294117647,0,0.588235294117647,0.00348068221371389,0.0451147977612799,-2.99999999713395,1.09937574973926e-07,200,0,100,1.18343195266272,10.8140040724835,15431538199.7581,14788790.0658086,"12","IPC1998-movie","IPC1998-movie-strips-movie-x-12",-8.94726671925359e-05,0.000184719857175121
"19","IPC1998","movie","strips-movie-x-13","5a9239af9ec8e66730b3c61d","f",179,198.866409762364,0.555555555555556,1.15606936416185,1.11098552939868,0.114196684996421,-2.99999936670247,3.32389092606557e-05,0.555555555555556,0,0.555555555555556,0.00310366232153942,0.0414080200624653,-2.9999999984701,6.76316246593825e-08,200,0,100,1.11731843575419,10.5111104593446,13039259628.9263,12830482.8400569,"13","IPC1998-movie","IPC1998-movie-strips-movie-x-13",-9.4635934058545e-05,0
"20","IPC1998","movie","strips-movie-x-13","5a9239af9ec8e66730b3c61d","a",353,379.569892473116,1.0752688172043,1.0752688172043,1.07526881720429,8.81564584836307e-08,-3,6.23715428275514e-36,2.1505376344086,0,1.0752688172043,0.00609217460172409,0.0807069438575148,-2.9999996858791,3.68189638099561e-06,2200,0,188.888888888889,6.23229461756374,23.7066417865824,5119669591594.64,1305436864.76884,"13","IPC1998-movie","IPC1998-movie-strips-movie-x-13",-9.4635934058545e-05,0
"21","IPC1998","movie","strips-movie-x-14","5a9242229ec8e60c61f23e96","f",189,198.927236123095,0.526315789473684,1.09289617486339,1.05252505885235,0.105072125807939,-2.99999965372922,2.07355181912037e-05,0.526315789473684,0,0.526315789473684,0.00278473962684489,0.0381824260673965,-2.99999999915518,4.27133856207188e-08,200,0,100,1.05820105820106,10.2323172517533,11116905651.5051,11216826.0429453,"14","IPC1998-movie","IPC1998-movie-strips-movie-x-14",-0.000131878296055431,0.000192965159379131
"22","IPC1998","movie","strips-movie-x-14","5a9242229ec8e60c61f23e96","a",373,380.612244897958,1.02040816326531,1.02040816326531,1.0204081632653,1.28184635446111e-07,-3,-2.10455682720606e-35,2.04081632653061,0,1.02040816326531,0.0054713574437818,0.0745190046062058,-2.99999982455321,2.34481805773594e-06,2311.11111111111,0,200,6.19600834078047,24.2861252952997,6724755571030.7,1565601620.73687,"14","IPC1998-movie","IPC1998-movie-strips-movie-x-14",-0.000131878296055431,0.000192965159379131
"23","IPC1998","movie","strips-movie-x-15","5a92421e9ec8e60c31c6006b","f",199,198.981865284974,0.5,1.03626943005181,0.999908870778765,0.0971007769713737,-2.99999980462643,1.32604117566729e-05,0.5,0,0.5,0.00251256281407035,0.0353548926619857,-2.99999999951908,2.76196149445158e-08,200,0,100,1.00502512562814,9.97458956848201,9554547208.10196,9873591.89379729,"15","IPC1998-movie","IPC1998-movie-strips-movie-x-15",-8.51913021264195e-05,0
"24","IPC1998","movie","strips-movie-x-15","5a92421e9ec8e60c31c6006b","a",393,381.553398058252,0.970873786407767,0.970873786407767,0.970873786407765,NA,NA,NA,1.94174757281553,0,0.970873786407767,0.00494083351861459,0.0690833837501399,-2.99999989909334,1.52767433507319e-06,2422.22222222223,0,211.111111111111,6.16341532372068,24.8583066643429,8723395455797.24,1863680460.73713,"15","IPC1998-movie","IPC1998-movie-strips-movie-x-15",-8.51913021264195e-05,0
"25","IPC1998","movie","strips-movie-x-16","5a92421f9ec8e60c44fccafc","f",209,199.031198686371,0.476190476190476,0.985221674876847,0.952302386059192,0.090088476331978,-2.9999998866013,8.67155895962397e-06,0.476190476190476,0,0.476190476190476,0.00227842333105491,0.0328598885893278,-2.99999999971861,1.82436250741439e-08,200,0,100,0.956937799043062,9.7354018896535,8271720976.58499,8745193.47855733,"16","IPC1998-movie","IPC1998-movie-strips-movie-x-16",-1.32675087950307e-05,0.000334551278704651
"26","IPC1998","movie","strips-movie-x-16","5a92421f9ec8e60c44fccafc","a",413,382.407407407407,0.925925925925926,0.925925925925926,0.925925925925924,NA,NA,NA,1.85185185185185,0,0.925925925925926,0.00448390278898753,0.0642779624555262,-2.99999994040629,1.01598372871402e-06,2533.33333333334,0,222.222222222222,6.13397901533496,25.4228035469405,11185291134166.3,2202908856.76964,"16","IPC1998-movie","IPC1998-movie-strips-movie-x-16",-1.32675087950307e-05,0.000334551278704651
"27","IPC1998","movie","strips-movie-x-17","5a9242149ec8e60bc210c0ab","a",433,383.185840707961,0.884955752212389,0.884955752212389,0.884955752212382,8.8783914505042e-08,-3,9.63462427020579e-36,1.76991150442478,0,0.884955752212389,0.00408755543747062,0.0600049796885414,-2.99999996394753,6.88427201224857e-07,2644.44444444445,0,233.333333333333,6.1072619964075,25.9794174469028,14188081382664.1,2586616744.60475,"17","IPC1998-movie","IPC1998-movie-strips-movie-x-17",-0.000110347054972931,0.00138338537007237
"28","IPC1998","movie","strips-movie-x-17","5a9242149ec8e60bc210c0ab","f",219,199.075970977379,0.454545454545455,0.938967136150235,0.909022698526846,0.0838811509946219,-2.99999993247199,5.78645983471394e-06,0.454545454545455,0,0.454545454545455,0.0020755500207555,0.0306451288091187,-2.9999999998312,1.22852663008738e-08,200,0,100,0.91324200913242,9.51263317625555,7208612761.67565,7789395.39677214,"17","IPC1998-movie","IPC1998-movie-strips-movie-x-17",-0.000110347054972931,0.00138338537007237
"29","IPC1998","movie","strips-movie-x-18","5a92420e9ec8e60b807911f0","a",453,383.89830508475,0.847457627118644,0.847457627118644,0.847457627118653,NA,NA,NA,1.69491525423729,0,0.847457627118644,0.00374153477756576,0.056185345971045,-2.9999999777049,4.74496802247268e-07,2755.55555555556,0,244.444444444444,6.08290409614914,26.5280798117353,17817776204610,3018225173.15249,"18","IPC1998-movie","IPC1998-movie-strips-movie-x-18",-0.000737637890718484,4.07529878294583e-05
"30","IPC1998","movie","strips-movie-x-18","5a92420e9ec8e60b807911f0","f",229,199.11678689803,0.434782608695652,0.896860986547085,0.869505619642054,0.0783551469961147,-2.9999999588385,3.93285053050393e-06,0.434782608695652,0,0.434782608695652,0.00189861401177141,0.0286684428907186,-2.99999999989642,8.41962385076632e-09,200,0,100,0.873362445414847,9.30448722823691,6320131083.44253,6973683.29722905,"18","IPC1998-movie","IPC1998-movie-strips-movie-x-18",-0.000737637890718484,4.07529878294583e-05
"31","IPC1998","movie","strips-movie-x-19","5a9242239ec8e60c72a99b66","a",473,384.552845528455,0.813008130081301,0.813008130081301,0.8130081300813,NA,NA,NA,1.6260162601626,0,0.813008130081301,0.00343766651197167,0.0527544621022115,-2.99999998593226,3.32193312031723e-07,2866.66666666667,0,255.555555555556,6.06060606060608,27.0688137224916,22169191513929.2,3501243398.89407,"19","IPC1998-movie","IPC1998-movie-strips-movie-x-19",-0.000197722080028239,0.00275236415100206
"32","IPC1998","movie","strips-movie-x-19","5a9242239ec8e60c72a99b66","f",239,199.154148783977,0.416666666666667,0.858369098712446,0.833280957255133,0.0734101993108246,-2.9999999743695,2.71823889264196e-06,0.416666666666667,0,0.416666666666667,0.00174337517433752,0.0268954822533848,-2.99999999993511,5.86388490699292e-09,200,0,100,0.836820083682008,9.10943140463483,5571847421.60781,6272726.46194924,"19","IPC1998-movie","IPC1998-movie-strips-movie-x-19",-0.000197722080028239,0.00275236415100206
"33","IPC1998","movie","strips-movie-x-2","5a9242289ec8e60cb7d4be40","f",69,196.984126984127,1.42857142857143,3.17460317460317,2.85484242005981,0.50230716661976,-2.97297494467415,0.147139412422207,1.42857142857143,0,1.42857142857143,0.020703933747412,0.17072901141274,-2.99995162413756,0.000207223301191551,200,0,100,2.89855072463768,16.7765752214351,204130800287.351,132897417.66327,"2","IPC1998-movie","IPC1998-movie-strips-movie-x-2",-0.000273494253193037,0.00419073037381128
"34","IPC1998","movie","strips-movie-x-2","5a9242289ec8e60cb7d4be40","a",133,350,2.63157894736842,2.63157894736842,2.63157894736842,NA,NA,NA,5.26315789473684,0,2.63157894736842,0.0395726157499011,0.320269371908165,-2.99285856044387,0.00886734169153802,977.777777777777,0,100,7.3517126148705,17.7593481146252,157463653391.718,137184053.385962,"2","IPC1998-movie","IPC1998-movie-strips-movie-x-2",-0.000273494253193037,0.00419073037381128
"35","IPC1998","movie","strips-movie-x-20","5a92420c9ec8e60b4dbe6d1d","f",249,199.188477366255,0.4,0.823045267489712,0.79995372436247,0.0689642440845788,-2.99999998372515,1.90786199151541e-06,0.4,0,0.4,0.00160642570281125,0.0252980172659014,-2.99999999995856,4.14469344797842e-09,200,0,100,0.803212851405622,8.92614890397304,4937166948.57629,5666574.94233617,"20","IPC1998-movie","IPC1998-movie-strips-movie-x-20",-0.000369210461200195,0.00561312413470263
"36","IPC1998","movie","strips-movie-x-20","5a92420c9ec8e60b4dbe6d1d","a",493,385.15625,0.78125,0.78125,0.78125,0,-3,0,1.5625,0,0.78125,0.00316937119675456,0.0496591012170144,-2.99999999095774,2.35930617941906e-07,2977.77777777779,0,266.666666666667,6.04011719630383,27.6017064524961,27346384056066.5,4039266321.88247,"20","IPC1998-movie","IPC1998-movie-strips-movie-x-20",-0.000369210461200195,0.00561312413470263
"37","IPC1998","movie","strips-movie-x-21","5a9242119ec8e60ba67ddc60","a",513,385.714285714281,0.75187969924812,0.75187969924812,0.751879699248112,1.23329053500644e-07,-3,2.39499309484512e-36,1.50375939849624,0,0.75187969924812,0.00293130487036304,0.0468550539012613,-2.99999999408784,1.6979721712348e-07,3088.8888888889,0,277.777777777778,6.02122590426686,28.1268896840162,33463086494989,4635972191.05769,"21","IPC1998-movie","IPC1998-movie-strips-movie-x-21",-0.000423676114404388,0.00694164756396368
"38","IPC1998","movie","strips-movie-x-21","5a9242119ec8e60ba67ddc60","f",259,199.220127698389,0.384615384615385,0.790513833992095,0.769189682233161,0.0649495377598355,-2.99999998947802,1.35816211813682e-06,0.384615384615385,0,0.384615384615385,0.00148500148500149,0.0238526557829062,-2.99999999997307,2.96968480401393e-09,200,0,100,0.772200772200772,8.75350119594953,4395325620.85124,5139359.25483688,"21","IPC1998-movie","IPC1998-movie-strips-movie-x-21",-0.000423676114404388,0.00694164756396368
"39","IPC1998","movie","strips-movie-x-22","5a9242199ec8e60bf8d75e83","a",533,386.231884057969,0.72463768115942,0.72463768115942,0.724637681159417,4.9421560620597e-08,-3,5.89674397860064e-37,1.44927536231884,0,0.72463768115942,0.00271909073605786,0.0443053287021789,-2.99999999607283,1.2370883821175e-07,3200.00000000001,0,288.888888888889,6.00375234521578,28.6445251743028,40643142618646,5295120527.00776,"22","IPC1998-movie","IPC1998-movie-strips-movie-x-22",-0.000199898426678715,0.0103174352095037
"40","IPC1998","movie","strips-movie-x-22","5a9242199ec8e60bf8d75e83","f",269,199.249401492748,0.37037037037037,0.760456273764259,0.740704094768579,0.0613097174552328,-2.99999999308325,9.79556050602227e-07,0.37037037037037,0,0.37037037037037,0.00137684152554041,0.0225398671950226,-2.99999999998221,2.15473070345395e-09,200,0,100,0.743494423791822,8.59049814742851,3929951740.97859,4678339.58457249,"22","IPC1998-movie","IPC1998-movie-strips-movie-x-22",-0.000199898426678715,0.0103174352095037
"41","IPC1998","movie","strips-movie-x-23","5a9242139ec8e60bb7ca8a0b","a",553,386.713286713284,0.699300699300699,0.699300699300699,0.699300699300694,5.72289954712138e-08,-3,5.5144788124147e-37,1.3986013986014,0,0.699300699300699,0.00252911645316709,0.0419787621813575,-2.99999999735281,9.11616348424108e-08,3311.11111111113,0,300,5.98754269640348,29.1547943339932,49020942630310.5,6020550223.96883,"23","IPC1998-movie","IPC1998-movie-strips-movie-x-23",-0.000607350801870626,0.0097008299646649
"42","IPC1998","movie","strips-movie-x-23","5a9242139ec8e60bb7ca8a0b","f",279,199.276556776556,0.357142857142857,0.732600732600733,0.714252891672245,0.0579975487099082,-2.99999999538258,7.15089029046946e-07,0.357142857142857,0,0.357142857142857,0.00128008192524322,0.0213432309274617,-2.99999999998807,1.58176800031361e-09,200,0,100,0.716845878136201,8.43627404726869,3528019159.82929,4273201.72909116,"23","IPC1998-movie","IPC1998-movie-strips-movie-x-23",-0.000607350801870626,0.0097008299646649
"43","IPC1998","movie","strips-movie-x-24","5a9242109ec8e60b94306b3a","f",289,199.301815523334,0.344827586206897,0.706713780918728,0.689625659250291,0.0549731816100435,-2.99999999687309,5.27921258379214e-07,0.344827586206897,0,0.344827586206897,0.00119317503877819,0.0202488518655019,-2.99999999999189,1.17382679302728e-09,200,0,100,0.692041522491349,8.29006820118404,3179076137.07944,3915529.65216314,"24","IPC1998-movie","IPC1998-movie-strips-movie-x-24",-0.000841712925287021,0.0104749688594617
"44","IPC1998","movie","strips-movie-x-24","5a9242109ec8e60b94306b3a","a",573,387.162162162163,0.675675675675676,0.675675675675676,0.675675675675677,7.45058059692383e-09,-3,-7.3468396926393e-40,1.35135135135135,0,0.675675675675676,0.00235837932173011,0.0398489345991128,-2.99999999819107,6.78925088495394e-08,3422.22222222224,0,311.111111111111,5.97246461120809,29.6578906366694,58741858503112.9,6816177802.24684,"24","IPC1998-movie","IPC1998-movie-strips-movie-x-24",-0.000841712925287021,0.0104749688594617
"45","IPC1998","movie","strips-movie-x-25","5a9242259ec8e60c9bdd871c","f",299,199.325369738339,0.333333333333333,0.68259385665529,0.666640032569696,0.0522027873552859,-2.99999999785402,3.93840356561306e-07,0.333333333333333,0,0.333333333333333,0.00111482720178372,0.0192449013396121,-2.99999999999441,8.79948368181535e-10,200,0,100,0.668896321070234,8.15120910164143,2874670817.00407,3598406.07120595,"25","IPC1998-movie","IPC1998-movie-strips-movie-x-25",-0.000857477306849976,0.011828241949343
"46","IPC1998","movie","strips-movie-x-25","5a9242259ec8e60c9bdd871c","a",593,387.58169934641,0.65359477124183,0.65359477124183,0.653594771241837,NA,NA,NA,1.30718954248366,0,0.65359477124183,0.0022043668507313,0.0378933162223128,-2.99999999874804,5.10648005107168e-08,3533.33333333335,0,322.222222222222,5.95840359752673,30.1540140914508,69962679381719.6,7685995788.84856,"25","IPC1998-movie","IPC1998-movie-strips-movie-x-25",-0.000857477306849976,0.011828241949343
"47","IPC1998","movie","strips-movie-x-26","5a9242209ec8e60c5022ec63","a",613,387.974683544304,0.632911392405063,0.632911392405063,0.632911392405063,NA,NA,NA,1.26582278481013,0,0.632911392405063,0.00206496375988601,0.0360925894499939,-2.99999999912313,3.87644048335079e-08,3644.44444444446,0,333.333333333333,5.94526010512963,30.643367227958,82852047019618.2,8634071208.85892,"26","IPC1998-movie","IPC1998-movie-strips-movie-x-26",-0.00106108876221458,0.0137614685595272
"48","IPC1998","movie","strips-movie-x-26","5a9242209ec8e60c5022ec63","f",309,199.347386351538,0.32258064516129,0.66006600660066,0.645137172658699,0.0496574826230691,-2.99999999850877,2.96695335642957e-07,0.32258064516129,0,0.32258064516129,0.00104395030796534,0.0183212535492058,-2.9999999999961,6.65907998046795e-10,200,0,100,0.647249190938511,8.01910141965299,2607918676.927,3316106.96451244,"26","IPC1998-movie","IPC1998-movie-strips-movie-x-26",-0.00106108876221458,0.0137614685595272
"49","IPC1998","movie","strips-movie-x-27","5a9241ae9ec8e609d280e952","f",319,199.368011182109,0.3125,0.638977635782748,0.624978091479965,0.0473124738504144,-2.9999999989516,2.25562721643241e-07,0.3125,0,0.3125,0.000979623824451411,0.0174691952391526,-2.99999999999725,5.08410504061968e-10,200,0,100,0.626959247648903,7.89321524264211,2373173670.22678,3063865.73311454,"27","IPC1998-movie","IPC1998-movie-strips-movie-x-27",-1.14944486496981e-06,0.0147033060678226
"50","IPC1998","movie","strips-movie-x-27","5a9241ae9ec8e609d280e952","a",633,388.34355828221,0.613496932515337,0.613496932515337,0.613496932515339,NA,NA,NA,1.22699386503067,0,0.613496932515337,0.00193837893369775,0.0344301062586992,-2.99999999937894,2.96827552263285e-08,3755.55555555557,0,344.444444444444,5.93294716517468,31.1261521955938,97590891243610.7,9664544173.58744,"27","IPC1998-movie","IPC1998-movie-strips-movie-x-27",-1.14944486496981e-06,0.0147033060678226
"51","IPC1998","movie","strips-movie-x-28","5a92421a9ec8e60c04364e76","f",329,199.38737217375,0.303030303030303,0.619195046439629,0.606040644905016,0.0451463711416362,-2.99999999925482,1.72958659359274e-07,0.303030303030303,0,0.303030303030303,0.000921064750851985,0.0166811921122546,-2.99999999999804,3.91400593858153e-10,200,0,100,0.60790273556231,7.77307711400877,2165775917.15495,2837689.55125401,"28","IPC1998-movie","IPC1998-movie-strips-movie-x-28",-0.00163205368983743,0
"52","IPC1998","movie","strips-movie-x-28","5a92421a9ec8e60c04364e76","a",653,388.690476190479,0.595238095238095,0.595238095238095,0.5952380952381,NA,NA,NA,1.19047619047619,0,0.595238095238095,0.0018230875811274,0.032891450726808,-2.99999999955549,2.29142614393038e-08,3866.66666666669,0,355.555555555556,5.92138846350182,31.6025686872241,114372865439319,10781626554.1144,"28","IPC1998-movie","IPC1998-movie-strips-movie-x-28",-0.00163205368983743,0
"53","IPC1998","movie","strips-movie-x-29","5a9242179ec8e60be73990d7","a",673,389.017341040463,0.578034682080925,0.578034682080925,0.578034682080926,3.49463206516462e-08,-3,-9.71333714896407e-38,1.15606936416185,0,0.578034682080925,0.00171778508790765,0.0314640838348078,-2.99999999967869,1.78249922495732e-08,3977.7777777778,0,366.666666666667,5.91051675747073,32.0728124746461,133404782053073,11989600730.8521,"29","IPC1998-movie","IPC1998-movie-strips-movie-x-29",0,0.016007326305761
"54","IPC1998","movie","strips-movie-x-29","5a9242179ec8e60be73990d7","f",339,199.405582052641,0.294117647058824,0.600600600600601,0.588217056202481,0.0431406341573671,-2.99999999946488,1.33693547711349e-07,0.294117647058824,0,0.294117647058824,0.000867603678639597,0.0159506995582598,-2.99999999999859,3.0368249400641e-10,200,0,100,0.589970501474926,7.65826252846441,1981856468.62397,2634215.19347716,"29","IPC1998-movie","IPC1998-movie-strips-movie-x-29",0,0.016007326305761
"55","IPC1998","movie","strips-movie-x-3","5a9242289ec8e60cc5cde577","a",153,355.813953488372,2.32558139534884,2.32558139534884,2.32558139534884,1.11510079704939e-07,-3,-6.89652988551671e-35,4.65116279069767,0,2.32558139534884,0.0303997568019456,0.264145724228344,-2.99823403473197,0.00299053899554239,1088.88888888889,0,100,7.11692084241103,18.0826428438471,192059531993.768,157879506.551749,"3","IPC1998-movie","IPC1998-movie-strips-movie-x-3",-0.000588894251919671,0.000163896904039081
"56","IPC1998","movie","strips-movie-x-3","5a9242289ec8e60cc5cde577","f",79,197.380136986301,1.25,2.73972602739726,2.49848274666204,0.405752724365363,-2.99412308353816,0.0438645106333394,1.25,0,1.25,0.0158227848101266,0.139743051682403,-2.99998880034064,6.66133275066152e-05,200,0,100,2.53164556962025,15.708447653153,139122741346.712,95645897.2555606,"3","IPC1998-movie","IPC1998-movie-strips-movie-x-3",-0.000588894251919671,0.000163896904039081
